#
 0,           exploit,20,  0.49,  0.06, *   -------         |                   ,  0.49,  0.63, 8.81
 0,    gemini/exploit,20,  0.49,  0.00, *----------         |                   ,  0.49,  0.63, 7.22
 0,       gpt/exploit,20,  0.49,  0.00, *----------         |                   ,  0.49,  0.63, 208.00
 0,           exploit,25,  0.49,  0.07, *    ------         |                   ,  0.49,  0.63, 6.76
 0,    gemini/exploit,25,  0.49,  0.03, * ---------         |                   ,  0.49,  0.63, 8.22
 0,       gpt/exploit,25,  0.49,  0.00, *------             |                   ,  0.49,  0.63, 208.05
#
 1,           exploit,30,  0.49,  0.00, *----------         |                   ,  0.49,  0.63, 3.81
 1,    gemini/exploit,30,  0.49,  0.00, *----------         |                   ,  0.49,  0.63, 1.53
#
 2,       gpt/exploit,30,  0.49,  0.00, *----------         |                   ,  0.49,  0.63, 208.29
#
 3,            random,25,  0.52,  0.07,   *  ------         |                   ,  0.49,  0.64, 0.00
 3,            random,30,  0.52,  0.03, --* ----            |                   ,  0.49,  0.61, 0.00
#
 4,              DEHB,30,  0.55,  0.00,     *--             |                   ,  0.54,  0.61, 18.22
#
 5,             DEHB,100,  0.55,  0.00,     *--             |                   ,  0.55,  0.63, 63.99
 5,              DEHB,25,  0.55,  0.04,     *  ----         |                   ,  0.55,  0.65, 15.47
#
 6,            PI_GPM,25,  0.55,  0.02,   --* -----         |                   ,  0.49,  0.64, 1022.32
 6,               TPE,25,  0.55,  0.03, ----* -             |                   ,  0.49,  0.59, 330.84
 6,               TPE,30,  0.55,  0.02, ----* ---           |                   ,  0.49,  0.66, 317.01
 6,           UCB_GPM,20,  0.56,  0.02,      *-             |                   ,  0.50,  0.59, 642.25
 6,            PI_GPM,20,  0.56,  0.04,   -- * -            |                   ,  0.49,  0.63, 672.39
 6,               TPE,20,  0.56,  0.06, ---- *   -----      |                   ,  0.49,  0.69, 224.91
 6,            random,20,  0.57,  0.09,      * ----         |                   ,  0.49,  0.65, 0.00
 6,            EI_GPM,20,  0.57,  0.04,      * ----         |                   ,  0.49,  0.64, 721.08
 6,    gemini/explore,20,  0.57,  0.04, ---- * -----        |                   ,  0.49,  0.69, 5.78
 6,            EI_GPM,25,  0.57,  0.03,      * ----         |                   ,  0.50,  0.64, 1022.59
 6,            PI_GPM,30,  0.57,  0.03,      * ----         |                   ,  0.49,  0.63, 1464.28
 6,            EI_GPM,30,  0.57,  0.04,      * -            |                   ,  0.49,  0.61, 1095.86
 6,    gemini/explore,30,  0.57,  0.05,   -- *  ---         |                   ,  0.49,  0.64, 2.45
 6,       gpt/explore,20,  0.57,  0.04, ----  *----         |                   ,  0.49,  0.63, 209.40
 6,    gemini/explore,25,  0.57,  0.03,   --- *----         |                   ,  0.50,  0.65, 13.95
 6,       gpt/explore,25,  0.57,  0.08, ----  *    -        |                   ,  0.49,  0.66, 206.18
 6,       gpt/explore,30,  0.57,  0.11, --    *             |                   ,  0.50,  0.64, 209.00
 6,           explore,20,  0.57,  0.03, ----  *--           |                   ,  0.49,  0.61, 1.11
 6,           explore,25,  0.57,  0.03, ----- *----         |                   ,  0.49,  0.69, 6.53
 6,           UCB_GPM,25,  0.57,  0.04, ----  *----         |                   ,  0.49,  0.63, 1145.11
#
 7,              DEHB,20,  0.59,  0.08,        *            |                   ,  0.55,  0.65, 32.41
 7,           UCB_GPM,30,  0.59,  0.01,     -- *            |                   ,  0.49,  0.63, 1034.41
 7,           explore,30,  0.59,  0.03, -----  *---         |                   ,  0.49,  0.63, 2.02
#
 8,                rrp,9,  0.65,  0.05,     ------- *  -----|------------------ ,  0.49,  1.00, 0.19
#
 9,         baseline,196,  0.75,  0.12,          --------   *      -----------  ,  0.49,  1.00, 0.00
