#
 0,           UCB_GPM,25,  0.20,  0.02, *--                 |                   ,  0.20,  0.40, 915.51
 0,           exploit,30,  0.20,  0.17, *       --          |                   ,  0.20,  0.40, 8.56
 0,            PI_GPM,20,  0.22,  0.12, *     ----          |                   ,  0.20,  0.40, 627.34
 0,            EI_GPM,25,  0.22,  0.05, * --------          |                   ,  0.20,  0.40, 1009.75
 0,           UCB_GPM,30,  0.22,  0.03, *-                  |                   ,  0.20,  0.35, 725.09
 0,            PI_GPM,30,  0.22,  0.08, *  -------          |                   ,  0.20,  0.40, 593.33
 0,            EI_GPM,30,  0.22,  0.05, * --------          |                   ,  0.20,  0.40, 483.40
 0,            EI_GPM,20,  0.23,  0.05,  *--------          |                   ,  0.20,  0.40, 558.47
 0,            PI_GPM,25,  0.23,  0.11,  *    ----          |                   ,  0.20,  0.40, 997.87
 0,       gpt/exploit,25,  0.23,  0.05,  *----              |                   ,  0.20,  0.40, 249.48
 0,           UCB_GPM,20,  0.25,  0.18,   *                 |                   ,  0.20,  0.40, 587.14
 0,    gemini/exploit,20,  0.25,  0.14,   *   ----          |                   ,  0.20,  0.40, 81.51
#
 1,    gemini/explore,20,  0.25,  0.15, --*                 |                   ,  0.20,  0.40, 59.12
 1,    gemini/exploit,30,  0.25,  0.08,   *-------          |                   ,  0.20,  0.40, 28.74
#
 2,       gpt/exploit,20,  0.28,  0.11, ---*    --          |                   ,  0.20,  0.40, 293.29
 2,    gemini/exploit,25,  0.28,  0.11,    *  ----          |                   ,  0.20,  0.40, 37.30
 2,       gpt/exploit,30,  0.31,  0.15,      *  --          |                   ,  0.20,  0.40, 233.37
 2,           exploit,20,  0.32,  0.20,       *             |                   ,  0.20,  0.40, 23.46
 2,       gpt/explore,20,  0.32,  0.12, --    * --          |                   ,  0.20,  0.40, 255.20
 2,           exploit,25,  0.32,  0.12, ---   *             |                   ,  0.20,  0.40, 6.55
 2,           explore,25,  0.32,  0.15, --    *             |                   ,  0.20,  0.40, 11.72
 2,               TPE,30,  0.32,  0.12, --    * --          |                   ,  0.20,  0.40, 1019.55
 2,           explore,30,  0.32,  0.18,       *             |                   ,  0.20,  0.43, 9.06
 2,       gpt/explore,30,  0.32,  0.15, --    *             |                   ,  0.20,  0.40, 253.56
 2,           explore,20,  0.34,  0.14, ---   *             |                   ,  0.20,  0.40, 12.44
 2,    gemini/explore,25,  0.34,  0.17, -     *             |                   ,  0.20,  0.40, 68.65
#
 3,             DEHB,100,  0.35,  0.02,   ---- *--          |                   ,  0.25,  0.40, 76.41
 3,            random,25,  0.37,  0.08, ------  *           |                   ,  0.20,  0.40, 0.00
 3,               TPE,25,  0.37,  0.15, --      *           |                   ,  0.20,  0.40, 2496.74
 3,               rrp,12,  0.40,  0.08,   ----    *---------|---------          ,  0.20,  0.80, 6.99
#
 4,            random,20,  0.40,  0.00,   --------*         |                   ,  0.20,  0.43, 0.00
 4,               TPE,20,  0.40,  0.08,  -----    *         |                   ,  0.20,  0.40, 1380.62
 4,       gpt/explore,25,  0.40,  0.15,  -        *         |                   ,  0.22,  0.40, 314.46
 4,            random,30,  0.40,  0.08,   ----    *         |                   ,  0.20,  0.43, 0.00
 4,    gemini/explore,30,  0.40,  0.15, --        *         |                   ,  0.20,  0.40, 43.92
 4,              DEHB,20,  0.40,  0.00,        ---*         |                   ,  0.28,  0.54, 54.85
 4,              DEHB,25,  0.40,  0.05,   -----   *         |                   ,  0.20,  0.45, 39.21
#
 5,              DEHB,30,  0.40,  0.05,    ----   *-        |                   ,  0.25,  0.45, 36.09
#
 6,        baseline,1599,  0.60,  0.20,                     *                   ,  0.20,  1.00, 0.01
